index,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,full_address,lat,lng
2003,1300271,NEW YORK,TW,344,913300,WILD PROJECT PRODUCTIONS INC,WILD PROJECT,195 E 3RD ST ,,NEW YORK,NY,10009,02/14/2019,02/28/2021,"BAR/TAVERN WITHIN A THEATER SERVING WINE, BEER AND CIDER","CB3 Stips: 12pm to 11pm, No Happy Hrs or Unlimited Drink Specials With Food & No Pub Crawls/Party Buses Permitted",No Dancing & Use of Outdoor Space is Prohibited,POINT(-73.98328 40.723049),"195 E 3RD ST , NEW YORK, NY 10009",40.723049,-73.98328
2004,1309816,NEW YORK,HL,242,898027,CP MAIDEN LANE LLC,AC HOTEL NEW YORK CITY DOWNTOWN,151 MAIDEN LN,,NEW YORK,NY,10038,10/09/2018,09/30/2020,"HOTEL WITH RESTAURANT OPEN TO PUBLIC SERVING LIQUOR, WINE, BEER & CIDER",CB Stips: Lounge Hours Sun/Thurs till 1:00am Fri/Sat till 2:00am,"Music: Recorded, DJ, Live, Licensed: Outdoor terrace 6th fl",POINT(-74.00507 40.70575),"151 MAIDEN LN, NEW YORK, NY 10038",40.70575,-74.00507
2007,1309705,NEW YORK,OP,252,888067,EASTSIDE BARKING DOG INC,BARKING DOG NYC,1678 3RD AVE,,NEW YORK,NY,10128,10/12/2018,09/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",,Sidewalk Cafe; Recorded Background Music Only; No Bar Crawls,POINT(-73.950468 40.784104),"1678 3RD AVE, NEW YORK, NY 10128",40.784104,-73.950468
2008,1299113,NEW YORK,RW,341,838551,JM 43 INC,FILLMORE DELICATESSEN,1668 3RD AVE ,,NEW YORK,NY,10128,12/19/2018,12/31/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,POINT(-73.950815 40.783659),"1668 3RD AVE , NEW YORK, NY 10128",40.783659,-73.950815
2010,1201093,NEW YORK,OP,252,893364,ALI BABA'S TERRACE INC,ALI BABA'S TERRACE,862 2ND AVE,46TH & 47TH STREETS,NEW YORK,NY,10017,07/12/2018,08/31/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,first floor and rooftop ; windows to be closed by 11pm,POINT(-73.969993 40.752359),"862 2ND AVE, NEW YORK, NY 10017",40.752359,-73.969993
2014,1310372,NEW YORK,OP,252,887709,AREPPAS LLC,AREPPAS,954 3RD AVE,,NEW YORK,NY,10022,07/19/2018,06/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER ",CB6 Stips: 6:45 am- 2:30 am Daily,,POINT(-73.967717 40.760579),"954 3RD AVE, NEW YORK, NY 10022",40.760579,-73.967717
2015,1304570,NEW YORK,L,222,882282,274 NAGLE LIQUORS INC,UPTOWN WINE & LIQUORS,278 NAGLE AVE,,NEW YORK,NY,10034,12/08/2017,11/30/2020,LIQUOR STORE SELLING LIQUOR & WINE,,,POINT(-73.919889 40.863667),"278 NAGLE AVE, NEW YORK, NY 10034",40.863667,-73.919889
2018,1262901,NEW YORK,OP,252,901984,181 THOMPSON RESTAURANT LLC,CARBONE,181 THOMPSON ST,,NEW YORK,NY,10012,02/14/2019,02/28/2021,"RESTAURANT SERVING LIQUOR, WINE CIDER AND BEER",CB2 APPROVED HOURS: SUNDAY THROUGH THURSDAY FROM 12PM TO 1AM AND FRIDAY THROUGH SATURDAY FROM 12PM TO 2AM,"NO LIVE MUSIC, NO MUSIC TO BE PLAYED WIHILE ANY EXTERIOR WINDOWS OR DOORS ARE OPEN, NO DANCING AND NO SIDEWALK SERVICE",POINT(-74.000217 40.728042),"181 THOMPSON ST, NEW YORK, NY 10012",40.728042,-74.000217
2019,1157903,NEW YORK,OP,252,900426,247 WEST 37TH STREET LLC,STITCH BAR & LOUNGE,247 WEST 37TH ST   WEST STORE,7TH & EIGHT AVENUES,NEW YORK,NY,10018,12/20/2018,12/31/2020,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,Tavern/Restaurant/Jukebox,POINT(-73.991229 40.753985),"247 WEST 37TH ST   WEST STORE, NEW YORK, NY 10018",40.753985,-73.991229
2020,1308235,NEW YORK,OP,252,887626,DAWNII INC,BEAN & BARLEY,2118 FREDERICK DOUGLAS BLVD,,NEW YORK,NY,10026,07/02/2018,06/30/2020,"BAR/TAVERN SERVING LIQUOR, WINE, BEER & CIDER",,Recorded Music,POINT(-73.955885 40.803185),"2118 FREDERICK DOUGLAS BLVD, NEW YORK, NY 10026",40.803185,-73.955885
2026,1247831,NEW YORK,OP,252,899879,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,235 W 56TH STREET,,NEW YORK,NY,10019,12/03/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, BEER, WINE, & CIDER",,,POINT(-73.98249 40.765938),"235 W 56TH STREET, NEW YORK, NY 10019",40.765938,-73.98249
2027,1213780,NEW YORK,AX,122,896353,SHAAB DELI INC,,2921 8TH AVE AKA FREDERICK DOU,W 154TH & W 155TH STREETS,NEW YORK,NY,10039,01/17/2018,01/31/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,24 HOURS DAILY,,POINT(-73.937804 40.829032),"2921 8TH AVE AKA FREDERICK DOU, NEW YORK, NY 10039",40.829032,-73.937804
2032,1316081,NEW YORK,SL,548,915188,PANDA BUBBLE TEA CP LLC,BALLFIELDS CAFE HOSTED BY PANDA BUBBLE TEA,1 HECKSCHER FIELDS,IN CENTRAL PARK,NEW YORK,NY,10023,02/10/2020,11/30/2020,"BAR/TAVERN SERVING BEER, WINE, CIDER AND LIQUOR",SEASONAL 3/1 to 11/30,,POINT(-73.975904 40.770314),"1 HECKSCHER FIELDS, NEW YORK, NY 10023",40.770314,-73.975904
2034,1209446,NEW YORK,CT,246,893301,COMPASS GROUP USA INC,REST ASSOC   29TH FLOOR,"1 BRYANT PK, 1111 AVE AMERICA",42ND & 43RD STREETS,NEW YORK,NY,10036,07/11/2018,08/31/2020,"CATERING FACILITY SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.984707 40.755558),"1 BRYANT PK, 1111 AVE AMERICA, NEW YORK, NY 10036",40.755558,-73.984707
2036,1266826,NEW YORK,RW,341,839569,FAT DOG INC,PIZZA GRUPPO,98 AVENUE B,,NEW YORK,NY,10009,04/17/2019,04/30/2021,RESTAURANT SERVING BEER CIDER & WINE,Sun-Thurs  11:30AM to 11PM /Fri & Sat 11:30AM to12 Midnight,,POINT(-73.981695 40.724773),"98 AVENUE B, NEW YORK, NY 10009",40.724773,-73.981695
2038,1275039,NEW YORK,OP,252,892323,OBIKA NY MADISON LLC,OBIKA MOZZARELLA BAR,928 BROADWAY,,NEW YORK,NY,10010,05/31/2018,06/30/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Sunday  Saturday no alcohol served after 2am. Patrons cleared within 30 minute after closing. ,"Licensed Sidewalk Cafe, Background music only. No DJ, live music or dancing.  No promoter driven events. No velvet ropes ",POINT(-73.988998 40.739953),"928 BROADWAY, NEW YORK, NY 10010",40.739953,-73.988998
2051,1255317,NEW YORK,OP,252,893188,QUIMERA RESTAURANT GROUP LLC,BARRACA & MELIBEA,81 GREENWICH AVE,,NEW YORK,NY,10014,07/05/2018,07/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,"Recorded Music, No Dancing, Food Served",POINT(-74.00161 40.737003),"81 GREENWICH AVE, NEW YORK, NY 10014",40.737003,-74.00161
2053,1217621,NEW YORK,AX,122,898903,TOKYO MART INC,,91 MULBERRY STREET,BAYARD ST & CANAL STREET,NEW YORK,NY,10013,04/04/2018,05/31/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,8AM - 8PM DAILY,,POINT(-73.999048 40.716845),"91 MULBERRY STREET, NEW YORK, NY 10013",40.716845,-73.999048
2055,1307072,NEW YORK,OP,252,888409,TASZO BISTRO LLC,,366 AUDUBON AVE ,,NEW YORK,NY,10033,01/16/2019,12/31/2020,RESTAURANT SERVING BEER WINE CIDER & LIQUOR,,Recorded Music Only,POINT(-73.931346 40.850418),"366 AUDUBON AVE , NEW YORK, NY 10033",40.850418,-73.931346
2057,1278179,NEW YORK,OP,252,894118,NYMA ROOFTOP INC,CLOUD SOCIAL,6 W 32ND ST,17TH FLOOR,NEW YORK,NY,10001,08/09/2018,08/31/2020,"BAR/TAVERN SERVING LIQUOR, BEER, WINE, & CIDER",Close by 12AM Su-Th & 1AM Fr & Sa,Recorded Music Allowed Until 11PM Su-Th & 12AM Fr & Sa,POINT(-73.986346 40.747271),"6 W 32ND ST, NEW YORK, NY 10001",40.747271,-73.986346
2058,1262152,NEW YORK,OP,252,892411,45 MERCER RESTAURANT LLC,GALLI,45 MERCER ST,,NEW YORK,NY,10013,06/05/2018,06/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER","CB2 APPROVED HRS: SU - TH 8AM THROUGH 11PM, FR - SA 8AM THROUGH 12AM","NO SIDEWALK CAFE CAFE, DOORS & WINDOWS CLOSED AT ALL TIMES, BACKGROUND MUSIC ONLY",POINT(-74.00141 40.721678),"45 MERCER ST, NEW YORK, NY 10013",40.721678,-74.00141
2060,1277395,NEW YORK,CT,246,892852,REST SVCS I LLC & LINCOLN CTR PERFORMING ARTS INC,,165 W 65TH ST,,NEW YORK,NY,10023,06/21/2018,07/31/2020,"CATERING ESTABLISHMENT SERVING BEER, WINE, LIQUOR, & CIDER",,No Dancing,POINT(-73.984371 40.774231),"165 W 65TH ST, NEW YORK, NY 10023",40.774231,-73.984371
2062,1252810,NEW YORK,OP,252,905633,PIZZARTE NY LLC,PIZZARTE,69 W 55TH ST,,NEW YORK,NY,10019,05/02/2019,05/31/2021,RESTAURANT SERVING LIQUOR WINE CIDER BEER,,"Recorded Music, No Dancing, Food Served",POINT(-73.977416 40.76292),"69 W 55TH ST, NEW YORK, NY 10019",40.76292,-73.977416
2064,1315019,NEW YORK,RW,341,830834,HUDSON CAFE MIR & MG LLC,HUDSON CAFE,628 HUDSON ST,,NEW YORK,NY,10014,05/23/2019,04/30/2021,"RESTAURANT SERVING WINE, BEER AND CIDER",CB2 Stips: Including Sidewalk Café: 7:00AM-10:00PM Sun  Thu; 7:00AM-11:00PM Fri-Sat,"CB2 Stips: Ambient recorded background music; No DJs, Live Music, Promoter Events,Televisions or Dancing",POINT(-74.005331 40.73833),"628 HUDSON ST, NEW YORK, NY 10014",40.73833,-74.005331
2066,1025771,NEW YORK,OP,252,893034,CEAD SLAINTE INC,PADDY REILLYS,519 2ND AVENUE,,NEW YORK,NY,10016,06/29/2018,06/30/2020,TAVERN SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.978521 40.741657),"519 2ND AVENUE, NEW YORK, NY 10016",40.741657,-73.978521
2069,1034198,NEW YORK,TL,252,902550,980 REST INC,PARIS BLUES BAR,2021 7TH AVENUE,,NEW YORK,NY,10027,02/26/2019,02/28/2021,"TAVERN SERVING BEER, CIDER, WINE AND LIQUOR",,,POINT(-73.949755 40.806357),"2021 7TH AVENUE, NEW YORK, NY 10027",40.806357,-73.949755
2070,1312755,NEW YORK,TW,344,903705,MACCHIATO LOUNGE INC,MACCHIATO ESPRESSO & WINE BAR,1501 BROADWAY,3RD FL,NEW YORK,NY,10036,12/27/2018,11/30/2020,"CAFE/TAVERN SERVING WINE ,BEER AND CIDER",,,POINT(-73.986714 40.757228),"1501 BROADWAY, NEW YORK, NY 10036",40.757228,-73.986714
2073,1161501,NEW YORK,TW,344,914115,71 WINE BAR CAFE INC,BIN 71,237 COLUMBUS AVENUE,70TH & 71ST STREETS,NEW YORK,NY,10023,03/15/2019,03/31/2021,TAVERN RESTAURANT SERVING BEER CIDER AND WINE,,,POINT(-73.979095 40.776431),"237 COLUMBUS AVENUE, NEW YORK, NY 10023",40.776431,-73.979095
2074,1281156,BRONX,AX,122,896040,JT MEAT & GROCERY CORP,FINE FARE SUPERMARKET,1472 BOSTON RD,,NEW YORK,NY,10460,12/26/2017,12/31/2020,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,POINT(-73.894655 40.834071),"1472 BOSTON RD, NEW YORK, NY 10460",40.834071,-73.894655
2081,1026630,NEW YORK,OP,252,902672,ENTERPRISE RESTAURANT LLC,AMARANTH,21 E 62ND STREET,,NEW YORK,NY,10065,02/28/2019,02/28/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",,,POINT(-73.970279 40.765815),"21 E 62ND STREET, NEW YORK, NY 10065",40.765815,-73.970279
2083,1026478,NEW YORK,OP,252,905401,1650 BROADWAY ASSOCIATES INC,ELLENS STARDUST DINER,1650 BROADWAY,,NEW YORK,NY,10019,04/24/2019,04/30/2021,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,POINT(-73.983272 40.761749),"1650 BROADWAY, NEW YORK, NY 10019",40.761749,-73.983272
2087,1309018,NEW YORK,OP,252,887896,POKE CUP INC,BAP,516A 3RD AVE,,NEW YORK,NY,10016,09/05/2018,08/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB6 Stips:  Monday - Sunday 11:30 AM to 1 :00 AM,Recorded Music Permitted and No Dancing,POINT(-73.978138 40.746234),"516A 3RD AVE, NEW YORK, NY 10016",40.746234,-73.978138
2110,1114303,NEW YORK,OP,252,906036,44TH STREET RESTAURANT LLC,DB BISTRO MODERNE,55 WEST 44TH ST,,NEW YORK,NY,10036,05/15/2019,05/31/2021,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR ,,,POINT(-73.982109 40.755923),"55 WEST 44TH ST, NEW YORK, NY 10036",40.755923,-73.982109
2111,1255978,NEW YORK,AX,122,893347,AK GOURMET MARKET CORP,STOP 1 DELI,201 MADISON ST,,NEW YORK,NY,10002,08/24/2017,07/31/2020,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,,NO ALCOHOLIC BEVERAGES STORED IN THE BASEMENT,POINT(-73.989841 40.712828),"201 MADISON ST, NEW YORK, NY 10002",40.712828,-73.989841
2113,1311379,NEW YORK,OP,252,888252,GRAN TIVOLI LLC,,406 BROOME STREET,AKA 199 LAFAYETTE STREET,NEW YORK,NY,10012,11/30/2018,10/31/2020,"RESTAURANT/BAR-TAVERN SERVING LIQUOR, WINE BEER AND CIDER     ","7am to 1am Sun-Wed, 7am-2am Thurs-Sat. ","Recorded, DJ, live (jazz) music, no dancing",POINT(-73.997762 40.721182),"406 BROOME STREET, NEW YORK, NY 10012",40.721182,-73.997762
2114,1265726,NEW YORK,OP,252,894942,FLATIRON ROOM OPERATIONS LLC,THE FLATIRON ROOM,37 WEST 26TH ST,,NEW YORK,NY,10010,09/06/2018,09/30/2020,"RESTAURANT/BAR SERVING LIQUOR, WINE AND BEER CIDER",CB5 APPROVED HOURS OF OPERATION: MONDAY - SUNDAY FROM 5:00 PM TO 2:00 AM,"RECORDED MUSIC AND OCCASIONAL LIVE MUSIC PERMITTED, NO DANCING AND NO SIDEWALK CAFE PERMITTED",POINT(-73.990417 40.744616),"37 WEST 26TH ST, NEW YORK, NY 10010",40.744616,-73.990417
2115,1266734,NEW YORK,L,222,892030,1291 FIRST AVENUE WINE & LIQUORS INC,DR. WINE,1287 FIRST AVE,,NEW YORK,NY,10021,06/16/2017,06/30/2020,LIQUOR STORE SELLING LIQUOR AND WINE,,,POINT(-73.957565 40.766185),"1287 FIRST AVE, NEW YORK, NY 10021",40.766185,-73.957565
2124,1316624,NEW YORK,OP,252,889034,COFFEE SHOP TAQUERIA LLC,FLATS FIX,30 E 16TH ST,AKA 27-29 UNION SQ,NEW YORK,NY,10003,06/26/2019,05/31/2021,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",,"Recorded music, no dancing",POINT(-73.991199 40.736518),"30 E 16TH ST, NEW YORK, NY 10003",40.736518,-73.991199
2125,1237105,NEW YORK,RW,341,838578,NEW TU DO RESTAURANT CORP,NEW TU DO RESTAURANT,102 BOWERY,,NEW YORK,NY,10013,12/24/2018,01/31/2021,"RESTAURANT SERVING BEER, WINE, & CIDER",,RECORDED MUSIC PERMITTED,POINT(-73.995391 40.717834),"102 BOWERY, NEW YORK, NY 10013",40.717834,-73.995391
2129,1280248,NEW YORK,HL,242,923624,29 EAST 29TH ST (NY) OWNER LLC & 29TH ST NY,FOOD & BEV OPERATING CO LLC/THE REDBURY NEW YORK ,30 E 30TH ST AKA 29 E 29TH ST,DBA: THE REDBURY NEW YORK,NEW YORK,NY,10016,05/14/2020,10/31/2020,HOTEL SELLING BEER WINE CIDER & LIQUOR,French Doors/windows closed 10pm Su-Th; 11pm Fr/Sa,"No cabaret license, outside promoted events, DJs/Live music (private parties only)",POINT(-73.984457 40.744665),"30 E 30TH ST AKA 29 E 29TH ST, NEW YORK, NY 10016",40.744665,-73.984457
2131,1285051,NEW YORK,OP,252,888919,HAN DYNASTY UPPER WEST SIDE CORP,HAN DYNASTY,2350 BROADWAY,AKA 215 W 85TH ST,NEW YORK,NY,10024,05/30/2019,04/30/2021,"RESTAURANT SERVING BEER, WINE, AND LIQUOR CIDER",,Recorded Music,POINT(-73.976409 40.787761),"2350 BROADWAY, NEW YORK, NY 10024",40.787761,-73.976409
2139,1292700,NEW YORK,CL,243,893126,56TH STREET DINING CLUB INC,,432 PARK AVE ,,NEW YORK,NY,10022,07/03/2018,07/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER, AND LIQUOR",CB5 Stip: Outdoor Terrace- Close 2am Mon to Sun.,"Recorded, DJ and Live Music",POINT(-73.971778 40.761676),"432 PARK AVE , NEW YORK, NY 10022",40.761676,-73.971778
2140,1313661,NEW YORK,OP,252,888241,HHC COBBLESTONES LLC,COBBLE & CO.,19 FULTON ST,,NEW YORK,NY,10038,11/28/2018,10/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR","CB1 Stips: Su-W 11am-1am, TH-Sa 11am-2am",Recorded/Live/DJ Music; Outdoor Seating,POINT(-74.003502 40.70699),"19 FULTON ST, NEW YORK, NY 10038",40.70699,-74.003502
2141,1198343,NEW YORK,L,222,892200,WINE AT 79 LLC,,1490 YORK AVENUE,78TH & 79TH ,NEW YORK,NY,10021,06/22/2017,06/30/2020,LIQUOR STORE SELLING WINE AND LIQUOR ,,,POINT(-73.950189 40.77108),"1490 YORK AVENUE, NEW YORK, NY 10021",40.77108,-73.950189
2146,1285500,NEW YORK,RW,341,839804,SMASHBURGER ACQUISITION WESTCHESTER LLC,SMASHBURGER #1484,136 WILLIAM ST,,NEW YORK,NY,10038,05/09/2019,05/31/2021,RESTAURANT SERVING BEER CIDER & WINE,,Recorded Music Only,POINT(-74.006468 40.70926),"136 WILLIAM ST, NEW YORK, NY 10038",40.70926,-74.006468
2148,1025256,NEW YORK,OP,252,899902,BUONA NOTTE INCORPORATED,BUONA NOTTE RESTAURANT,120 MULBERRY STREET,,NEW YORK,NY,10013,12/05/2018,11/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",SIDEWALK CAFE PERMITTED FOR MULBERRY ST MALL/SAN GENNARO FEAST 2016 ONLY,,POINT(-73.997942 40.717743),"120 MULBERRY STREET, NEW YORK, NY 10013",40.717743,-73.997942
2150,1148751,NEW YORK,OP,252,894285,BRANDY LIBRARY LOUNGE LLC,THE BRANDY LIBRARY,25 NORTH MOORE STREET 1A,VARICH & HUDSON,NEW YORK,NY,10013,08/17/2018,08/31/2020,TAVERN SERVING LIQUOR WINE AND BEER CIDER,,,POINT(-74.007139 40.720003),"25 NORTH MOORE STREET 1A, NEW YORK, NY 10013",40.720003,-74.007139
2152,1276806,NEW YORK,HL,242,893696,PH NEW YORK LLC & HYATT CORPORATION,PARK HYATT NEW YORK,153 WEST 57TH ST,,NEW YORK,NY,10019,07/26/2018,07/31/2020,"HOTEL SERVING BEER, WINE, LIQUOR, & CIDER",,No Use of 2nd floor outside terrace; Approved for guest room terraces ,POINT(-73.979021 40.765567),"153 WEST 57TH ST, NEW YORK, NY 10019",40.765567,-73.979021
2153,1029563,NEW YORK,RW,341,835826,RESTAURANT ASSOCIATES INC,,365 5TH AVE,8TH & 9TH FLOORS,NEW YORK,NY,10016,11/08/2018,12/31/2020,"RESTAURANT SERVING BEER, WINE, & CIDER",,,POINT(-73.98364 40.748519),"365 5TH AVE, NEW YORK, NY 10016",40.748519,-73.98364
2154,1312874,NEW YORK,OP,252,888179,IL MULINO GRAMERCY LLC,,43 E 20TH ST,,NEW YORK,NY,10003,11/09/2018,10/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB5 Stips: Sun - Wed to close by 10PM and Thurs - Sat to close by 11PM,Recorded Music Permitted and No Dancing,POINT(-73.98843 40.738838),"43 E 20TH ST, NEW YORK, NY 10003",40.738838,-73.98843
2155,1306911,NEW YORK,AX,122,882773,KANAN DELI & GRILL CORP,KANAN DELI & GRILL,2251 1ST AVE,,NEW YORK,NY,10029,04/20/2018,03/31/2021,"GROCERY STORE SELLING BEER, CIDER, & WINE PRODUCTS",,,POINT(-73.935857 40.795813),"2251 1ST AVE, NEW YORK, NY 10029",40.795813,-73.935857
2156,1279180,NEW YORK,OP,252,899012,4740 BROADWAY RESTAURANT LLC,TRYON PUBLIC HOUSE,4740 BROADWAY,,NEW YORK,NY,10040,10/25/2018,11/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER","CB 12: WINDOWS MUST CLOSE @ 10PM ON WEEKNIGHTS, & @ 11PM ON WEEKENDS ",PATRONS TO REFRAIN FROM MAKING NOISE OUTSIDE,POINT(-73.927681 40.865038),"4740 BROADWAY, NEW YORK, NY 10040",40.865038,-73.927681
2160,1131031,NEW YORK,OP,252,895422,LOCO 111 INC,SAN LOCO,105 STANTON ST,,NEW YORK,NY,10002,09/20/2018,09/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.987588 40.721068),"105 STANTON ST, NEW YORK, NY 10002",40.721068,-73.987588
2169,1019130,NEW YORK,A,122,891096,YOON HAE CHO,CHO'S GROCERY,37A BEDFORD STREET,AKA 60 64 CARMINE STREET,NEW YORK,NY,10014,05/19/2017,06/30/2020,GROCERY STORE SELLING BEER AND CIDER ,,,POINT(-74.004097 40.729638),"37A BEDFORD STREET, NEW YORK, NY 10014",40.729638,-74.004097
2170,1311926,NEW YORK,OP,252,887482,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #3216,72 W 125TH ST,,NEW YORK,NY,10027,09/27/2018,08/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",Man CB#10: Premises to close at 11:00 p.m.,Recorded Music,POINT(-73.945068 40.807284),"72 W 125TH ST, NEW YORK, NY 10027",40.807284,-73.945068
2172,1315388,NEW YORK,RW,341,830739,CITARELLA HUDSON ENTERPRISES LLC,CITARELLA,20 HUDSON YARDS,AKA 500 W 33RD ST UNIT 207B ,NEW YORK,NY,10001,03/12/2019,02/28/2021,RESTAURANT SERVING BEER WINE AND CIDER,CB #4 stips: Hours 8am-10pm daily,Recorded music,POINT(-74.000887 40.753501),"20 HUDSON YARDS, NEW YORK, NY 10001",40.753501,-74.000887
2175,1291963,NEW YORK,OP,252,892970,SIXTY HOSPITALITY LLC,AVRA MADISON,14 E 60TH ST ,STORE #1,NEW YORK,NY,10022,06/27/2018,07/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER, & LIQUOR",,Recorded Background Music,POINT(-73.971605 40.764307),"14 E 60TH ST , NEW YORK, NY 10022",40.764307,-73.971605
2176,1183576,NEW YORK,HL,242,906202,WEST 63 EMPIRE ASSOCIATES LLC & ,THE EMPIRE ROOFTOP LLC,1889 BROADWAY AKA 44 W 63 ST,WEST 63RD ST & WEST 62ND ST,NEW YORK,NY,10023,05/20/2019,05/31/2021,HOTEL SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.982717 40.771373),"1889 BROADWAY AKA 44 W 63 ST, NEW YORK, NY 10023",40.771373,-73.982717
2181,1245917,NEW YORK,OP,252,893698,UNITED CHICKEN FINGERS LLC,PARK AVENUE,360 PARK AVE S,AKA 48 E 26TH ST,NEW YORK,NY,10010,07/26/2018,08/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.985532 40.742097),"360 PARK AVE S, NEW YORK, NY 10010",40.742097,-73.985532
2182,1023383,NEW YORK,HL,242,901544,SILVER AUTUMN HOTEL N Y CORPORATION LTD,WARWICK NEW YORK HOTEL,65 W 54TH STREET,,NEW YORK,NY,10019,02/05/2019,02/28/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",,,POINT(-73.978103 40.762445),"65 W 54TH STREET, NEW YORK, NY 10019",40.762445,-73.978103
2184,1280493,NEW YORK,RW,341,838585,EAT MADISON 91 LLC,ELI'S ESSENTIALS,26 EAST 91ST STREET,A/K/A  1270 MADISON AVENUE,NEW YORK,NY,10128,12/27/2018,12/31/2020,RESTAURANT SERVING BEER & WINE CIDER,,Licensed Sidewalk Cafe,POINT(-73.956847 40.783949),"26 EAST 91ST STREET, NEW YORK, NY 10128",40.783949,-73.956847
2186,1244991,NEW YORK,OP,252,895273,BKLYN LOCAL DRAFT LLC,,220 W HOUSTON STREET,,NEW YORK,NY,10014,09/17/2018,09/30/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,Music Permitted,POINT(-74.004587 40.728713),"220 W HOUSTON STREET, NEW YORK, NY 10014",40.728713,-74.004587
2190,1025933,NEW YORK,OP,252,899065,449 RESTAURANT INC,MOONSTRUCK E RESTAURANT,449 3RD AVENUE,,NEW YORK,NY,10016,10/29/2018,10/31/2020,RESTAURANT SERVING BEER CIDER WINE & LIQUOR,,,POINT(-73.97927 40.743596),"449 3RD AVENUE, NEW YORK, NY 10016",40.743596,-73.97927
2194,1158705,NEW YORK,OP,252,905968,1000 MADISON LLC,SANT AMBROEUS,1000 MADISON AVE,,NEW YORK,NY,10075,05/14/2019,05/31/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",,,POINT(-73.963085 40.775466),"1000 MADISON AVE, NEW YORK, NY 10075",40.775466,-73.963085
2196,1254090,NEW YORK,RW,341,839847,CM FOOD CONCEPT INC,CENTRAL MARKET GRILL,4 SOUTH ST SPACE 201,,NEW YORK,NY,10004,05/13/2019,05/31/2021,RESTAURANT SERVING BEER CIDER & WINE,,No music,POINT(-74.013041 40.70101),"4 SOUTH ST SPACE 201, NEW YORK, NY 10004",40.70101,-74.013041
2197,1268948,NEW YORK,OP,252,906534,170 JOHN STREET NYC CORP,TRADING POST,170 JOHN ST,,NEW YORK,NY,10038,05/29/2019,05/31/2021,"RESTAURANT SERVING BEER, CIDER, WINE AND LIQUOR",CB1 APPROVED HOURS SUN-SAT CLOSE 4AM,"SECURITY GUARDS WILL BE HIRED, Recored, DJ, Live Music, Licensed Sidewalk Cafe",POINT(-74.004284 40.705936),"170 JOHN ST, NEW YORK, NY 10038",40.705936,-74.004284
2198,1217412,NEW YORK,AX,122,897188,BRANDKAT CORP,ANGELA'S ROCKN ROLL DELI,1428 AVENUE OF THE AMERICAS,58TH & 59TH STREETS,NEW YORK,NY,10019,02/28/2018,02/28/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Sun - Fri: 6am - 12am; Sat: 6am - 1am,,POINT(-73.976139 40.765047),"1428 AVENUE OF THE AMERICAS, NEW YORK, NY 10019",40.765047,-73.976139
