index,Serial Number,County,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise City,Premise State,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other,Georeference,full_address,lat,lng
7572,1312878,NEW YORK,OP,252,904192,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL #2694,601 8TH AVE,SUITE #3,NEW YORK,NY,10018,05/17/2019,04/30/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",Manhattan CB#4 Stips: Sun-Sat 10:45AM-10PM,Manhattan CB#4 Stips: Background Music Only; No Outdoor Areas to be Licensed,POINT(-73.991357 40.755654),"601 8TH AVE, NEW YORK, NY 10018",40.755654,-73.991357
7585,1308273,NEW YORK,TW,344,903868,CAUDALIE WASHINGTON STREET LLC,CAUDALIE VINOTHERAPIE SPA,823 WASHINGTON AVE,,NEW YORK,NY,10014,02/14/2019,01/31/2021,"BAR/TAVERN SERVING WINE, BEER AND CIDER","Open 11AM all days, Close: Sun 6PM- Mon/Wed and Sat 7PM- Thur/Fri 8PM","recorded music only, no dancing",POINT(-74.007749 40.739726),"823 WASHINGTON AVE, NEW YORK, NY 10014",40.739726,-74.007749
7586,1308165,NEW YORK,OP,252,888404,RTA HOLDINGS LLC,BAR CULACCINO,235 W 56TH STREET,1755 BROADWAY; SUITE #100A,NEW YORK,NY,10019,01/15/2019,12/31/2020,"BAR/TAVERN SERVING LIQUOR, WINE, BEER AND CIDER     ",,Recorded Music,POINT(-73.98249 40.765938),"235 W 56TH STREET, NEW YORK, NY 10019",40.765938,-73.98249
7589,1175735,NEW YORK,OP,252,905197,NO MOORE OYSTERS LLC,SMITH & MILLS,71 NORTH MOORE STREET,GREENWICH & HUDSON STREETS,NEW YORK,NY,10013,04/18/2019,04/30/2021,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,,,POINT(-74.009853 40.720197),"71 NORTH MOORE STREET, NEW YORK, NY 10013",40.720197,-74.009853
7592,1317056,NEW YORK,RW,341,830860,DELI LLAMA INC,LLAMITA,80 CARMINE ST,"AKA 80-84 CARMINE ST, SPACE A ",NEW YORK,NY,10014,06/20/2019,05/31/2021,"RESTAURANT SERVING BEER, CIDER, AND WINE",CB2 Stips: Open Daily 11am-11pm,Recorded Background Music Only ,POINT(-74.004766 40.729241),"80 CARMINE ST, NEW YORK, NY 10014",40.729241,-74.004766
7597,1209444,NEW YORK,CT,246,893300,COMPASS GROUP USA INC   ,REST ASSOCIATES 2ND FLOOR,"1 BRYANT PK, 1111 AVE AMERICA",42ND & 43RD STREETS,NEW YORK,NY,10036,07/11/2018,08/31/2020,"CATERING FACILITY SERVING BEER, WINE, CIDER, AND LIQUOR",,,POINT(-73.984707 40.755558),"1 BRYANT PK, 1111 AVE AMERICA, NEW YORK, NY 10036",40.755558,-73.984707
7600,1022470,NEW YORK,CL,243,888909,MEMORIAL SLOAN KETTERING,CANCER CENTER,1233 YORK AVE,AKA 430 E 67TH ST,NEW YORK,NY,10021,05/24/2019,04/30/2021,CLUB SERVING BEER CIDER WINE & LIQUOR,,Members only - not open to the public,POINT(-73.956617 40.76354),"1233 YORK AVE, NEW YORK, NY 10021",40.76354,-73.956617
7601,1309774,NEW YORK,CT,246,887445,ARAMARK EDUCATIONAL SERVICES LLC,,227 W 27TH ST,FASHION INSTITUTE OF TECHNOLOG,NEW YORK,NY,10001,09/18/2018,08/31/2020,"CATERING ESTABLISHMENT SERVING LIQUOR, WINE, BEER AND CIDER",,"Recorded, DJ, Karaoke and live music, no dancing",POINT(-73.994749 40.747275),"227 W 27TH ST, NEW YORK, NY 10001",40.747275,-73.994749
7603,1022816,NEW YORK,EB,141,893763,HARRY & STEVE INC,,275 1ST AVENUE,,NEW YORK,NY,10003,09/19/2017,09/30/2020,RESTAURANT SERVING BEER AND CIDER,,,POINT(-73.98204 40.732592),"275 1ST AVENUE, NEW YORK, NY 10003",40.732592,-73.98204
7606,1316904,NEW YORK,TW,344,904199,CITY DIY WORKSHOP LLC,AR WORKSHOP MANHATTAN,232 3RD AVE ,,NEW YORK,NY,10003,06/05/2019,05/31/2021,"BAR/TAVERN SERVING BEER, CIDER, AND WINE",,Recorded Music,POINT(-73.984947 40.736836),"232 3RD AVE , NEW YORK, NY 10003",40.736836,-73.984947
7610,1181832,NEW YORK,OP,252,899811,SHALIZAR LLC,PERSEPOLIS,1407 2ND AVE,73 & 74TH ST,NEW YORK,NY,10021,11/29/2018,12/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",,,POINT(-73.958013 40.76984),"1407 2ND AVE, NEW YORK, NY 10021",40.76984,-73.958013
7611,1255403,NEW YORK,L,222,896646,MIDTOWN SPIRITS INC,WINE ON NINE,177 9TH AVE UNIT C,,NEW YORK,NY,10011,02/05/2018,01/31/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,POINT(-74.002917 40.745037),"177 9TH AVE UNIT C, NEW YORK, NY 10011",40.745037,-74.002917
7612,1296618,NEW YORK,OP,252,895253,GHRF LLC,THE BLACK DERBY,310 W 4TH ST,,NEW YORK,NY,10014,09/17/2018,09/30/2020,"RESTAURANT SERVING LIQUOR, WINE BEER AND CIDER",CB2 Stips: Su 8a-12:30a Mo-We 11am-12:30a Th/Fr 11a-1a Sa 8a-1a,"CB2 Stips: No Dancing, DJs, live music (Rider attached)",POINT(-74.003974 40.737269),"310 W 4TH ST, NEW YORK, NY 10014",40.737269,-74.003974
7613,1299387,NEW YORK,HL,242,904381,SCCQ DOWNTOWN LLC & MILJO LLC,RADISSON HOTEL NEW YORK WALL STREET,52 WILLIAM ST,,NEW YORK,NY,10005,07/26/2019,01/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB#1 Stips: 12pm-4am Daily,CB#1 Stips: No cabaret. No Sidewalk Cafe,POINT(-74.008916 40.706736),"52 WILLIAM ST, NEW YORK, NY 10005",40.706736,-74.008916
7615,1260954,NEW YORK,L,222,898701,GRAMERCY WINE COUNTRY INC,,104 E 23RD ST,,NEW YORK,NY,10010,03/26/2018,03/31/2021,LIQUOR STORE SELLING LIQUOR AND WINE,,,POINT(-73.986113 40.739778),"104 E 23RD ST, NEW YORK, NY 10010",40.739778,-73.986113
7618,1214794,NEW YORK,OP,252,904679,BLUE RUIN INC,BLUE RUIN,538 9TH AVENUE,39TH & 40TH STREETS,NEW YORK,NY,10036,04/03/2019,03/31/2021,TAVERN SERVING BEER WINE CIDER AND LIQUOR,,,POINT(-73.993408 40.756906),"538 9TH AVENUE, NEW YORK, NY 10036",40.756906,-73.993408
7621,1297959,NEW YORK,OP,252,906005,KUBBEH LLC,KUBEH,464 AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,05/14/2019,05/31/2021,RESTAURANT SERVING LIQUOR WINE AND BEER & CIDER,"CB2Stips:Open 8am-12am Su-Th, 8am-1am F&Sa, Doors/Windows Close 9pm ","CB2Stips:Recorded Music Only, No Dancing/TVs/DJ",POINT(-73.997917 40.735403),"464 AVENUE OF THE AMERICAS, NEW YORK, NY 10011",40.735403,-73.997917
7625,1026185,NEW YORK,OP,252,903884,BROADWAY BLUES 50TH ST CORP,,226 W 50TH STREET,,NEW YORK,NY,10019,03/26/2019,03/31/2021,TAVERN RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,,,POINT(-73.98518 40.761662),"226 W 50TH STREET, NEW YORK, NY 10019",40.761662,-73.98518
7628,1269371,NEW YORK,RW,341,839880,BOONNAK TONE INC,DER KRUNG,860 9TH AVE,,NEW YORK,NY,10019,05/14/2019,05/31/2021,RESTAURANT SERVING BEER CIDER AND WINE ,,,POINT(-73.986084 40.766979),"860 9TH AVE, NEW YORK, NY 10019",40.766979,-73.986084
7629,1307518,NEW YORK,OP,252,887620,DM31 HOSPITALITY LLC,BOMBAY BISTRO,31 CORNELIA ST,,NEW YORK,NY,10014,07/02/2018,06/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",CB Stips: 11am-12am all 7 days. Doors and windows to be closed at 10pm each night,Recorded Music,POINT(-74.002571 40.731418),"31 CORNELIA ST, NEW YORK, NY 10014",40.731418,-74.002571
7630,1236354,NEW YORK,OP,252,923706,RUBIN MUSEUM OF ART ,,150 W 17TH STREET,,NEW YORK,NY,10011,05/29/2020,07/31/2020,RESTAURANT SERVING LIQUOR BEER CIDER AND WINE,,,POINT(-73.997788 40.740022),"150 W 17TH STREET, NEW YORK, NY 10011",40.740022,-73.997788
7633,1314390,NEW YORK,OP,252,888467,DISTRICT 727 INC,DISTRICT LOCAL,72 7TH AVE,STORE #2 & BASEMENT,NEW YORK,NY,10011,01/30/2019,12/31/2020,"RESTAURANT SERVING BEER, WINE, CIDER AND LIQUOR","CB4 Stips:Su 11:30am-12am, M-Tu 11:30am-1am, W-Sa 11:30am-2am;No Dancing,No Bottle Service,No Event Promoters",Recorded background music only,POINT(-73.999564 40.739207),"72 7TH AVE, NEW YORK, NY 10011",40.739207,-73.999564
7635,1312535,NEW YORK,OP,252,888116,DM VERO LLC,VERO,1483 2ND AVE ,,NEW YORK,NY,10075,10/25/2018,09/30/2020,"RESTAURANT SERVING BEER, WINE, CIDER, & LIQUOR",,Recorded Music; Live Jazz once a week 6PM-9PM,POINT(-73.956201 40.772271),"1483 2ND AVE , NEW YORK, NY 10075",40.772271,-73.956201
7639,1263934,NEW YORK,OP,252,892721,MANHATTAN PROPER CONCEPTS LLC,THE MANHATTAN PROPER,6 MURRAY ST,,NEW YORK,NY,10007,06/19/2018,06/30/2020,RESTAURANT SERVING LIQUOR BEER CIDER AND WINE,CB1 Stip: Hours 11am-2am 7 days a week,"Recorded music, DJ, Doors and Windows to close by 6pm",POINT(-74.008007 40.713181),"6 MURRAY ST, NEW YORK, NY 10007",40.713181,-74.008007
7643,1267496,NEW YORK,OP,252,902574,ALS SOLUTIONS LLC,TANG PAVILION,65 W 55TH ST,,NEW YORK,NY,10019,02/27/2019,01/31/2021,"RESTAURANT SERVING BEER, CIDER WINE AND LIQUOR",,,POINT(-73.977176 40.762867),"65 W 55TH ST, NEW YORK, NY 10019",40.762867,-73.977176
7644,1138858,NEW YORK,OP,252,889049,BD STANHOPE LLC ,,369 W 16TH ST,,NEW YORK,NY,10011,07/01/2019,05/31/2021,"HOTEL RESTAURANT SERVING LIQUOR, WINE,  CIDER, & BEER",,,POINT(-74.003867 40.742436),"369 W 16TH ST, NEW YORK, NY 10011",40.742436,-74.003867
7645,1302745,NEW YORK,AX,122,881627,106 CANDY & CONVENIENCE CORP,,232 E 106TH ST,WEST STORE,NEW YORK,NY,10029,07/07/2017,06/30/2020,"GROCERY STORE SELLING BEER, WINE PRODUCTS AND CIDER",,,POINT(-73.943485 40.790806),"232 E 106TH ST, NEW YORK, NY 10029",40.790806,-73.943485
7646,1296630,NEW YORK,OP,252,897974,4946 BROADWAY RESTAURANT LLC,TUBBY HOOK TAVERN,4946 BROADWAY,,NEW YORK,NY,10034,10/05/2018,10/31/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER & CIDER.",,"Recorded Music Permitted, No Dancing, Licensed Sidewalk Cafe",POINT(-73.920736 40.867508),"4946 BROADWAY, NEW YORK, NY 10034",40.867508,-73.920736
7650,1312954,NEW YORK,OP,252,888334,GPEV LLC,VIOLET,511 E 5TH ST,,NEW YORK,NY,10009,12/19/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER     ",12:00pm to 12:00am all days,"Recorded music, no dancing",POINT(-73.983666 40.724723),"511 E 5TH ST, NEW YORK, NY 10009",40.724723,-73.983666
7651,1294762,NEW YORK,HL,242,898606,NOGA RESTAURANT LLC & 119 ORCHARD PROP INC.,SAGO HOTEL ,119 ORCHARD ST AKA120 ALLEN ST,,NEW YORK,NY,10002,10/12/2018,07/31/2020,"HOTEL SERVING LIQUOR, WINE, BEER & CIDER ",CB 3 Stips: 11am-12am Su-W  11am-2am Th-Sa; 6th FL Terrace 9am-6pm Daily ,Recorded Background Music Only - No Alcohol Service in Lobby or 6th Floor Terrace ,POINT(-73.990799 40.719736),"119 ORCHARD ST AKA120 ALLEN ST, NEW YORK, NY 10002",40.719736,-73.990799
7652,1313517,NEW YORK,OP,252,889018,BANTER NOLITA LLC,SONNYBOY,65 RIVINGTON ST,,NEW YORK,NY,10002,06/20/2019,05/31/2021,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",CB3 Stips:Sun-Thurs 8AM-12AM;Fri-Sat 8AM-1AM;Happy Hrs Permitted to 7PM;No Unlimited Drink Specials  ,"Recorded Music Permitted,No Dancing or Promoted Events W/Cover Fee. Sidewalk Cafe 9am-10pm",POINT(-73.990106 40.720504),"65 RIVINGTON ST, NEW YORK, NY 10002",40.720504,-73.990106
7654,1273606,NEW YORK,CD,304,921536,PREMIUM INTERNATIONAL & DOMESTIC DISTRIBUTION LLC,,"223 E 50TH ST, STE 5B",,NEW YORK,NY,10022,10/08/2019,09/30/2020,CIDER PRODUCER,,,POINT(-73.969648 40.755545),"223 E 50TH ST, STE 5B, NEW YORK, NY 10022",40.755545,-73.969648
7656,1210908,NEW YORK,OP,252,897989,VINO FIVE GROUP LLC,VINO 313,201 E 31ST ST,BTW 2ND & 3RD AVE,NEW YORK,NY,10016,10/05/2018,10/31/2020,TAVERN RESTAURANT SERVING CIDER LIQUOR WINE & BEER,,,POINT(-73.979125 40.743793),"201 E 31ST ST, NEW YORK, NY 10016",40.743793,-73.979125
7658,1262073,NEW YORK,OP,252,894948,PINYIN KITCHEN INC,CHOP SHOP,254 10TH AVE,,NEW YORK,NY,10001,09/06/2018,09/30/2020,RESTAURANT SERVING LIQUOR BEER AND WINE CIDER,,,POINT(-74.003142 40.748685),"254 10TH AVE, NEW YORK, NY 10001",40.748685,-74.003142
7663,1294631,NEW YORK,OP,252,901901,MMR FOOD INC,IMLI ,1136 1ST AVE,,NEW YORK,NY,10065,02/13/2019,01/31/2021,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,CB8 Stips:  Closed 12am Daily,CB8 Stips:  No bar crawls.  Recorded Music ,POINT(-73.960119 40.761649),"1136 1ST AVE, NEW YORK, NY 10065",40.761649,-73.960119
7664,1213888,NEW YORK,L,222,897330,MADISON WINERY LTD,MAISON DU VIN,28 E 74TH ST,MADISON & PARK AVE,NEW YORK,NY,10021,03/08/2018,03/31/2021,LIQUOR STORE SELLING LIQUOR AND WINE ,"M-SA 10AM - 8PM, SU 12PM - 8PM",,POINT(-73.964284 40.772891),"28 E 74TH ST, NEW YORK, NY 10021",40.772891,-73.964284
7667,1243873,NEW YORK,OP,252,898926,JUNOON NYC LLC,JUNOON,27 WEST 24TH STREET,,NEW YORK,NY,10010,10/23/2018,10/31/2020,"RESTAURANT SERVING LIQUOR, WINE & BEER CIDER",,BACKGROUND MUSIC ONLY W/ NO DJ OR DANCING PERMITTED,POINT(-73.990839 40.743187),"27 WEST 24TH STREET, NEW YORK, NY 10010",40.743187,-73.990839
7668,1264229,NEW YORK,OP,252,892915,GREEN TREE CHINESE RESTAURANT INC,123 NIKKO,1280 AMSTERDAM AVE,,NEW YORK,NY,10027,06/25/2018,07/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.957857 40.811743),"1280 AMSTERDAM AVE, NEW YORK, NY 10027",40.811743,-73.957857
7671,1281425,NEW YORK,OP,252,899620,PHO SAIGON RESTAURANT INC,,987 1ST AVE,,NEW YORK,NY,10022,11/23/2018,11/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER, & CIDER",CB6 APPROVED HOURS OF OPERATION:  TO CLOSE AT 11:00 PM ALL DAYS OF OPERATION,"RECORDED MUSIC PERMITTED, NO DANCING",POINT(-73.96445 40.756621),"987 1ST AVE, NEW YORK, NY 10022",40.756621,-73.96445
7673,1139260,NEW YORK,OP,252,906608,SUN YUE TUNG CORP,,55 79 DIVISION ST ,AKA 88 E BR,NEW YORK,NY,10002,05/31/2019,04/30/2021,RESTAURANT SERVING BEER CIDER  WINE AND LIQUOR,,,POINT(-73.993784 40.714134),"55 79 DIVISION ST , NEW YORK, NY 10002",40.714134,-73.993784
7674,1299098,NEW YORK,OP,252,900892,J A P CREATIONS LLC,SPICE SYMPHONY,150 E 50TH ST,,NEW YORK,NY,10022,01/16/2019,01/31/2021,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",CB6 STIPS: Open from 7am-12am daily ,Recorded Background Music Only,POINT(-73.971531 40.755894),"150 E 50TH ST, NEW YORK, NY 10022",40.755894,-73.971531
7681,1283296,NEW YORK,AX,122,896499,MERCEDES HOUSE MARKET CORP,MERCEDES HOUSE MARKET,550 W 54TH ST,,NEW YORK,NY,10019,01/26/2018,01/31/2021,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,,POINT(-73.992149 40.767696),"550 W 54TH ST, NEW YORK, NY 10019",40.767696,-73.992149
7686,1254481,NEW YORK,AX,122,891551,AVENUE C FOOD CORP,,185 AVENUE C STORE 2,,NEW YORK,NY,10009,06/01/2017,06/30/2020,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,,NO ALCOHOL TO BE SOLD DURING PROHIBITED HOURS,POINT(-73.977048 40.726908),"185 AVENUE C STORE 2, NEW YORK, NY 10009",40.726908,-73.977048
7687,1227745,NEW YORK,AW,141,554457,NAIMA CORP,,1161 2ND AVENUE,,NEW YORK,NY,10021,09/10/2019,09/30/2020,DELI SERVING WINE & CIDER PRODUCTS,,,POINT(-73.963571 40.762083),"1161 2ND AVENUE, NEW YORK, NY 10021",40.762083,-73.963571
7692,1283265,NEW YORK,OP,252,901611,JONILU LLC,LA VILLETTA,398 E 52ND ST,,NEW YORK,NY,10022,02/06/2019,02/28/2021,"RESTAURANT SERVING LIQUOR, WINE, CIDER AND BEER","CB6 APPROVED HRS OF OPERATION:  MON THROUGH THURS TO CLOSE AT 11:00 PM, FRI AND SAT TO CLOSE AT 12:00 AM AND SUN TO CLOSE AT 10:00 PM","RECORDED MUSIC PERMITTED, NO DANCING",POINT(-73.965041 40.754909),"398 E 52ND ST, NEW YORK, NY 10022",40.754909,-73.965041
7695,1186628,NEW YORK,CT,246,903875,HUDSON YARDS CATERING LLC,UNION SQUARE EVENTS,636 638 & 640 642 W 28TH ST,11TH & 12TH AVENUES,NEW YORK,NY,10001,03/26/2019,03/31/2021,CATERING ESTABLISHMENT SERVING BEER WINE AND LIQUOR CIDER,Su-Sa. Events to be catered as requested by clients within hours allowed by ABC law,"License covers basement,seventh and eighth floors, with only the eighth floor for patron access. ",POINT(-73.816431 40.827679),"636 638 & 640 642 W 28TH ST, NEW YORK, NY 10001",40.827679,-73.816431
7697,1311633,NEW YORK,RW,341,830523,TOMO NEW YORK INC,TEPPEN RAMEN,159 E 55TH ST,,NEW YORK,NY,10022,09/06/2018,08/31/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",CB6 Stips: Mon-Sat 11AM to 1AM; Sun 11AM to 11PM,Recorded Music Permitted and No Dancing,POINT(-73.968804 40.759272),"159 E 55TH ST, NEW YORK, NY 10022",40.759272,-73.968804
7701,1292167,NEW YORK,OP,252,899496,SARANAC LAKE LLC,THE HONEYWELL,3604 BROADWAY,,NEW YORK,NY,10031,11/19/2018,11/30/2020,"BAR/TAVERN SERVING BEER, WINE CIDER AND LIQUOR",,Recorded Music Permitted and No Dancing,POINT(-73.948412 40.82843),"3604 BROADWAY, NEW YORK, NY 10031",40.82843,-73.948412
7702,1296423,NEW YORK,RW,341,835599,SABOR TROPICAL RESTAURANT CORP,,143 SHERMAN AVE ,,NEW YORK,NY,10034,08/27/2018,08/31/2020,"RESTAURANT SERVING WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,POINT(-73.923321 40.864262),"143 SHERMAN AVE , NEW YORK, NY 10034",40.864262,-73.923321
7708,1027844,NEW YORK,OP,252,898531,LA BUCA REST CORP,TRUE BLUE,349 W 46TH ST,,NEW YORK,NY,10036,10/09/2018,10/31/2020,"RESTAURANT SERVING BEER, WINE, LIQUOR, & CIDER",,,POINT(-73.989654 40.760761),"349 W 46TH ST, NEW YORK, NY 10036",40.760761,-73.989654
7709,1311016,NEW YORK,TW,344,883491,CONVENE 117 WEST 46TH LLC & FOR FIVE@117W 46TH LLC,FOR FIVE COFFEE ROASTERS,117 W 46TH ST,GROUND FLOOR,NEW YORK,NY,10036,11/01/2018,10/31/2020,BAT/TAVERN SERVING BEER WINE AND CIDER,,Recorded Music Permitted and No Dancing,POINT(-73.983033 40.758157),"117 W 46TH ST, NEW YORK, NY 10036",40.758157,-73.983033
7710,1245652,NEW YORK,RW,341,838758,MOTTSU CUISINE INC,MOTTSU,285 MOTT ST ,STORE 4 & 5,NEW YORK,NY,10012,01/22/2019,01/31/2021,RESTAURANT SERVING BEER CIDER & WINE,,Sidewalk Cafe,POINT(-73.994511 40.724289),"285 MOTT ST , NEW YORK, NY 10012",40.724289,-73.994511
7711,1313791,NEW YORK,OP,252,888547,HEXILLION LOUNGE LLC,WINDROSE,39 DOWNING ST,,NEW YORK,NY,10014,02/22/2019,01/31/2021,"RESTAURANT SERVING LIQUOR, WINE BEER AND CIDER",CB stip Sun-Wed 11am-12 am; Thur 11am-1am ;Fri-Sat 11am-2am,recorded music,POINT(-74.003873 40.729383),"39 DOWNING ST, NEW YORK, NY 10014",40.729383,-74.003873
7713,1149114,NEW YORK,OP,252,892224,LET'S EAT LLC,EXTRA VIRGIN,259 W 4TH STREET STORE#1,CHARLES AND PERRY STREETS,NEW YORK,NY,10014,05/29/2018,06/30/2020,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,,,POINT(-74.003134 40.735407),"259 W 4TH STREET STORE#1, NEW YORK, NY 10014",40.735407,-74.003134
7715,1027426,NEW YORK,OP,252,907188,ALTA JOLI RESTAURANT INC,EL REY DE LA CARIDAIS RET,973 AMSTERDAM AVENUE,,NEW YORK,NY,10025,06/25/2019,05/31/2021,TAVERN RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.964616 40.801469),"973 AMSTERDAM AVENUE, NEW YORK, NY 10025",40.801469,-73.964616
7721,1186537,NEW YORK,OP,252,905444,PICANTE INC,,3424 BROADWAY ,139 & 140 ST.,NEW YORK,NY,10031,04/24/2019,04/30/2021,TAVERN RESTAURANT SERVING LIQUOR WINE AND BEER CIDER,,,POINT(-73.952711 40.822782),"3424 BROADWAY , NEW YORK, NY 10031",40.822782,-73.952711
7723,1294044,NEW YORK,RW,341,835900,AKDENIZ MEDITERRANEAN CUISINE INC,,19 W 46TH ST,,NEW YORK,NY,10036,11/29/2018,12/31/2020,RESTAURANT SERVING BEER CIDER AND WINE.,RECORDED MUSIC.,NO DANCING.,POINT(-73.979908 40.756625),"19 W 46TH ST, NEW YORK, NY 10036",40.756625,-73.979908
7725,1131102,NEW YORK,OP,252,899291,475 SOHO LLC,DOS CAMINOS SOHO,475 477 WEST BROADWAY,,NEW YORK,NY,10012,11/06/2018,11/30/2020,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,,,POINT(-73.99988 40.72666),"475 477 WEST BROADWAY, NEW YORK, NY 10012",40.72666,-73.99988
7729,1208098,NEW YORK,A,122,891356,PAUL SEVEN ELEVEN 2 INC,,140 CHURCH STREET,WARREN ST & CHAMBER ST,NEW YORK,NY,10007,05/25/2017,06/30/2020,GROCERY STORE SELLING BEER AND CIDER,,,POINT(-74.008535 40.714689),"140 CHURCH STREET, NEW YORK, NY 10007",40.714689,-74.008535
7733,1104346,NEW YORK,RW,341,839266,SANIYA ENTERPRISES INC,LE CAFE,1 PENN PLAZA,LIRR LEVEL - PENN STATION,NEW YORK,NY,10001,03/14/2019,04/30/2021,RESTAURANT SERVING BEER AND WINE CIDER,,,POINT(-73.992032 40.751157),"1 PENN PLAZA, NEW YORK, NY 10001",40.751157,-73.992032
7735,1314610,NEW YORK,OP,252,888748,GO NOBU INC,SUSHI TSUSHIMA,210 E 44TH ST,2ND & 3RD AVENUES,NEW YORK,NY,10017,04/12/2019,03/31/2021,"RESTAURANT SERVING BEER, WINE, LIQUOR & CIDER",,Recorded Background Music and No Dancing,POINT(-73.972999 40.751447),"210 E 44TH ST, NEW YORK, NY 10017",40.751447,-73.972999
7739,1253082,NEW YORK,OP,252,893442,SPEAK INTEGRATED CORP,BOCCA DI BACCO,167 9TH AVE,,NEW YORK,NY,10011,07/17/2018,07/31/2020,RESTAURANT SERVING LIQUOR WINE BEER & CIDER,,recorded music,POINT(-74.003017 40.744619),"167 9TH AVE, NEW YORK, NY 10011",40.744619,-74.003017
7741,1278470,NEW YORK,OP,252,903877,151DBS INC,CROMPTON ALE HOUSE,151 159 W 26TH ST,,NEW YORK,NY,10001,03/26/2019,03/31/2021,RESTAURANT SERVING BEER CIDER WINE & LIQUOR ,"Doors/Windows closed 9PM Su - Th, 10PM F - Sa","Operate Exclusively as Restaurant, Food All Hrs, No Sidewalk Cafe, No Live music, Ambient Recorded only",POINT(-73.993292 40.745829),"151 159 W 26TH ST, NEW YORK, NY 10001",40.745829,-73.993292
7747,1022462,NEW YORK,CL,243,901756,COLONY CLUB,,564 PARK AVE,,NEW YORK,NY,10021,02/11/2019,02/28/2021,CLUB RESTAURANT SERVING BEER WINE CIDER & LIQUOR,,Open to members only,POINT(-73.968729 40.765128),"564 PARK AVE, NEW YORK, NY 10021",40.765128,-73.968729
7749,1308277,NEW YORK,AX,122,882823,BROTHERS MINI MARKET INC,,23 AVENUE D,,NEW YORK,NY,10009,05/04/2018,04/30/2021,GROCERY STORE SELLING BEER AND WINE PRODUCTS,,,POINT(-73.978418 40.720894),"23 AVENUE D, NEW YORK, NY 10009",40.720894,-73.978418
7751,1259696,NEW YORK,RW,341,838521,BOBWHITE COUNTER LLC ,BOBWHITE LUNCH AND SUPPER COUNTER ,94 AVENUE C,,NEW YORK,NY,10009,12/14/2018,12/31/2020,"RESTAURANT SERVING WINE, BEER, & CIDER",Su-Sa 11AM-12AM,"Recorded Music, No Dancing, Food Served.",POINT(-73.978938 40.723624),"94 AVENUE C, NEW YORK, NY 10009",40.723624,-73.978938
7753,1293863,NEW YORK,OP,252,898439,BLUE LAGOON TRADERS LLC,KINGSTON,218 W 116TH ST ,GROUND FLOOR,NEW YORK,NY,10026,03/12/2019,09/30/2020,"RESTAURANT SERVING LIQUOR, WINE, BEER AND CIDER",,Recorded Music Permitted and No Dancing,POINT(-73.953586 40.803391),"218 W 116TH ST , NEW YORK, NY 10026",40.803391,-73.953586
7759,1314584,NEW YORK,TW,344,903983,VERY FRESH NOODLES LLC,VERY FRESH NOODLES,425 W 15TH ST ,CHELSEA MKT KIOOSK AREA TRCK/B,NEW YORK,NY,10011,03/25/2019,07/31/2020,"TAVERN WITHIN A KIOSK/FOOD TRUCK SERVING WINE, BEER AND CIDER",CB4Stips: 11:00AM to 10:00PM Mon-Sun,Recorded Music; No Promoters; No Dancing; No Sidewalk Cafe,POINT(-74.00605 40.742555),"425 W 15TH ST , NEW YORK, NY 10011",40.742555,-74.00605
7760,1252064,NEW YORK,RW,341,839304,803 KAVA LLC,KAVA CAFE,803 WASHINGTON ST,GANSEVOORT & HORATIO STREETS,NEW YORK,NY,10014,03/20/2019,03/31/2021,RESTAURANT SERVING BEER CIDER AND WINE,,,POINT(-74.007882 40.738968),"803 WASHINGTON ST, NEW YORK, NY 10014",40.738968,-74.007882
